movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combination
sanctum,Alister Grierson,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,Adventure Drama Thriller,alister grierson ioan gruffudd rhys wakefield richard roxburgh adventure drama thriller
little black book,Nick Hurran,Holly Hunter,Kevin Sussman,Dave Annable,Comedy Drama Romance,nick hurran holly hunter kevin sussman dave annable comedy drama romance
the five-year engagement,Nicholas Stoller,Alison Brie,Jacki Weaver,David Paymer,Comedy Romance,nicholas stoller alison brie jacki weaver david paymer comedy romance
mr 3000,Charles Stone III,Bernie Mac,Chris Noth,Paul Sorvino,Comedy Drama Romance Sport,charles stone iii bernie mac chris noth paul sorvino comedy drama romance sport
the next three days,Paul Haggis,Olivia Wilde,Daniel Stern,Aisha Hinds,Crime Drama Romance Thriller,paul haggis olivia wilde daniel stern aisha hinds crime drama romance thriller
ultraviolet,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,Action Horror Sci-Fi Thriller,kurt wimmer milla jovovich cameron bright nick chinlund action horror sci-fi thriller
assault on precinct 13,Jean-François Richet,Brian Dennehy,Drea de Matteo,Hugh Dillon,Action Crime Drama Thriller,jean-françois richet brian dennehy drea de matteo hugh dillon action crime drama thriller
the replacement killers,Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,Action Crime Thriller,antoine fuqua mira sorvino clifton collins jr. patrick kilpatrick action crime thriller
fled,Kevin Hooks,Salma Hayek,Stephen Baldwin,Will Patton,Action Adventure Crime Drama Romance,kevin hooks salma hayek stephen baldwin will patton action adventure crime drama romance
eight legged freaks,Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,Action Comedy Horror,ellory elkayem scarlett johansson doug e. doug riley smith action comedy horror
love & other drugs,Edward Zwick,Jake Gyllenhaal,Anne Hathaway,Judy Greer,Comedy Drama Romance,edward zwick jake gyllenhaal anne hathaway judy greer comedy drama romance
88 minutes,Jon Avnet,Al Pacino,Alicia Witt,Deborah Kara Unger,Crime Drama Mystery Thriller,jon avnet al pacino alicia witt deborah kara unger crime drama mystery thriller
north country,Niki Caro,Jeremy Renner,Charlize Theron,Sissy Spacek,Drama,niki caro jeremy renner charlize theron sissy spacek drama
the whole ten yards,Howard Deutch,Bruce Willis,Matthew Perry,Natasha Henstridge,Comedy Crime Thriller,howard deutch bruce willis matthew perry natasha henstridge comedy crime thriller
splice,Vincenzo Natali,Sarah Polley,David Hewlett,Delphine Chanéac,Drama Horror Sci-Fi,vincenzo natali sarah polley david hewlett delphine chanéac drama horror sci-fi
howard the duck,Willard Huyck,Lea Thompson,Jeffrey Jones,Jordan Prentice,Action Adventure Comedy Romance Sci-Fi,willard huyck lea thompson jeffrey jones jordan prentice action adventure comedy romance sci-fi
pride and glory,Gavin O'Connor,Jennifer Ehle,Rick Gonzalez,Frank Grillo,Crime Drama Thriller,gavin o'connor jennifer ehle rick gonzalez frank grillo crime drama thriller
the cave,Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,Adventure Horror Thriller,bruce hunt eddie cibrian cole hauser marcel iures adventure horror thriller
alex & emma,Rob Reiner,David Paymer,Lobo Sebastian,Robert Costanzo,Comedy Romance,rob reiner david paymer lobo sebastian robert costanzo comedy romance
wicker park,Paul McGuigan,Jessica Paré,Christopher Cousins,Mark Camacho,Drama Mystery Romance Thriller,paul mcguigan jessica paré christopher cousins mark camacho drama mystery romance thriller
fright night,Craig Gillespie,Grace Phipps,Reid Ewing,Sandra Vergara,Comedy Horror,craig gillespie grace phipps reid ewing sandra vergara comedy horror
the new world,Terrence Malick,Christian Bale,Michael Greyeyes,Wes Studi,Biography Drama History Romance,terrence malick christian bale michael greyeyes wes studi biography drama history romance
wing commander,Chris Roberts,Saffron Burrows,David Suchet,Jürgen Prochnow,Action Adventure Sci-Fi,chris roberts saffron burrows david suchet jürgen prochnow action adventure sci-fi
in dreams,Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Drama Fantasy Thriller,neil jordan robert downey jr. aidan quinn paul guilfoyle drama fantasy thriller
dragonball: evolution,James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,Action Adventure Fantasy Sci-Fi Thriller,james wong ian whyte texas battle randall duk kim action adventure fantasy sci-fi thriller
the last stand,Jee-woon Kim,Zach Gilford,James Burnett,Christiana Leucas,Action Crime Thriller,jee-woon kim zach gilford james burnett christiana leucas action crime thriller
godsend,Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,Drama Horror Sci-Fi Thriller,nick hamm robert de niro cameron bright munro chambers drama horror sci-fi thriller
chasing liberty,Andy Cadiff,Annabella Sciorra,Stark Sands,Terence Maynard,Comedy Romance,andy cadiff annabella sciorra stark sands terence maynard comedy romance
hoodwinked too! hood vs. evil,Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin,Animation Comedy Family,mike disa amy poehler phil lamarr cheech marin animation comedy family
an unfinished life,Lasse Hallström,Morgan Freeman,Camryn Manheim,Lynda Boyd,Drama,lasse hallström morgan freeman camryn manheim lynda boyd drama
the imaginarium of doctor parnassus,Terry Gilliam,Andrew Garfield,Lily Cole,Verne Troyer,Adventure Fantasy Mystery,terry gilliam andrew garfield lily cole verne troyer adventure fantasy mystery
barney's version,Richard J. Lewis,Mark Addy,Atom Egoyan,Paul Gross,Comedy Drama,richard j. lewis mark addy atom egoyan paul gross comedy drama
trapped,unknown,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Crime Drama Thriller,unknown ólafur darri ólafsson ingvar eggert sigurðsson björn hlynur haraldsson crime drama thriller
runner runner,Brad Furman,Justin Timberlake,John Heard,David Costabile,Crime Thriller,brad furman justin timberlake john heard david costabile crime thriller
antitrust,Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,Action Crime Drama Thriller,peter howitt tyler labine richard roundtree ned bellamy action crime drama thriller
glory,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama History War,edward zwick denzel washington morgan freeman matthew broderick drama history war
once upon a time in america,Sergio Leone,Robert De Niro,Burt Young,Treat Williams,Crime Drama,sergio leone robert de niro burt young treat williams crime drama
dead man down,Niels Arden Oplev,Dominic Cooper,Isabelle Huppert,James Biberi,Action Crime Drama Thriller,niels arden oplev dominic cooper isabelle huppert james biberi action crime drama thriller
the merchant of venice,Michael Radford,Al Pacino,Mackenzie Crook,Kris Marshall,Drama Romance,michael radford al pacino mackenzie crook kris marshall drama romance
the good thief,Neil Jordan,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Action Crime Drama Romance Thriller,neil jordan emir kusturica saïd taghmaoui tchéky karyo action crime drama romance thriller
supercross,Steve Boyum,Channing Tatum,Mike Vogel,Steve Howey,Action Drama Romance Sport,steve boyum channing tatum mike vogel steve howey action drama romance sport
miss potter,Chris Noonan,Emily Watson,Bill Paterson,Lucy Boynton,Biography Drama Romance,chris noonan emily watson bill paterson lucy boynton biography drama romance
the promise,Kaige Chen,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,Action Drama Fantasy,kaige chen dong-gun jang toby leonard moore nicholas tse action drama fantasy
doa: dead or alive,Corey Yuen,Steve Howey,Holly Valance,Sarah Carter,Action Adventure,corey yuen steve howey holly valance sarah carter action adventure
the assassination of jesse james by the coward robert ford,Andrew Dominik,Brad Pitt,Jeremy Renner,Sam Shepard,Biography Crime Drama History Western,andrew dominik brad pitt jeremy renner sam shepard biography crime drama history western
1911,Li Zhang,Bingbing Li,Joan Chen,Jaycee Chan,Action Adventure Drama History War,li zhang bingbing li joan chen jaycee chan action adventure drama history war
little nicholas,Laurent Tirard,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Comedy Family,laurent tirard louise bourgoin sandrine kiberlain kad merad comedy family
wild card,Simon West,Jason Statham,Michael Angarano,Jason Alexander,Action Crime Drama Thriller,simon west jason statham michael angarano jason alexander action crime drama thriller
machine gun preacher,Marc Forster,Gerard Butler,Madeline Carroll,Kathy Baker,Action Biography Crime Drama,marc forster gerard butler madeline carroll kathy baker action biography crime drama
animals united,Reinhard Klooss,Jim Broadbent,Vanessa Redgrave,James Corden,Animation Comedy Family,reinhard klooss jim broadbent vanessa redgrave james corden animation comedy family
the color of freedom,Bille August,Terry Pheto,Patrick Lyster,Tyrone Keogh,Biography Drama History,bille august terry pheto patrick lyster tyrone keogh biography drama history
united passions,Frédéric Auburtin,Fisher Stevens,Thomas Kretschmann,Jemima West,Drama History Sport,frédéric auburtin fisher stevens thomas kretschmann jemima west drama history sport
grace of monaco,Olivier Dahan,Paz Vega,Frank Langella,Derek Jacobi,Biography Drama Romance,olivier dahan paz vega frank langella derek jacobi biography drama romance
a warrior's tail,Maksim Fadeev,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Adventure Animation Fantasy,maksim fadeev konstantin khabenskiy fedor bondarchuk sergey garmash adventure animation fantasy
ripley's game,Liliana Cavani,Ray Winstone,Dougray Scott,Chiara Caselli,Crime Drama Mystery Thriller,liliana cavani ray winstone dougray scott chiara caselli crime drama mystery thriller
sausage party,Greg Tiernan,James Franco,Salma Hayek,Anders Holm,Adventure Animation Comedy Fantasy,greg tiernan james franco salma hayek anders holm adventure animation comedy fantasy
pitch perfect 2,Elizabeth Banks,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Comedy Music,elizabeth banks anna kendrick birgitte hjort sørensen hana mae lee comedy music
walk the line,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,Biography Drama Music Romance,james mangold sandra ellis lafferty dallas roberts tyler hilton biography drama music romance
12 monkeys,unknown,Amanda Schull,Kirk Acevedo,Tom Noonan,Adventure Drama Mystery Sci-Fi Thriller,unknown amanda schull kirk acevedo tom noonan adventure drama mystery sci-fi thriller
keeping the faith,Edward Norton,Lisa Edelstein,Milos Forman,Anne Bancroft,Comedy Drama Romance,edward norton lisa edelstein milos forman anne bancroft comedy drama romance
the borrowers,Peter Hewitt,Jim Broadbent,Bradley Pierce,Mark Williams,Adventure Comedy Family Fantasy,peter hewitt jim broadbent bradley pierce mark williams adventure comedy family fantasy
frost/nixon,Ron Howard,Toby Jones,Clint Howard,Oliver Platt,Drama,ron howard toby jones clint howard oliver platt drama
confessions of a dangerous mind,George Clooney,Dick Clark,David Julian Hirsh,Jennifer Hall,Biography Comedy Crime Drama Romance Thriller,george clooney dick clark david julian hirsh jennifer hall biography comedy crime drama romance thriller
serving sara,Reginald Hudlin,Matthew Perry,Jerry Stiller,Vincent Pastore,Comedy Romance,reginald hudlin matthew perry jerry stiller vincent pastore comedy romance
the boss,Ben Falcone,Peter Dinklage,Tyler Labine,Ben Falcone,Comedy,ben falcone peter dinklage tyler labine ben falcone comedy
cry freedom,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,Biography Drama History,richard attenborough denzel washington kevin mcnally penelope wilton biography drama history
mumford,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Comedy Drama,lawrence kasdan zooey deschanel alfre woodard mary mcdonnell comedy drama
seed of chucky,Don Mancini,Jason Flemyng,Billy Boyd,Hannah Spearritt,Comedy Fantasy Horror Thriller,don mancini jason flemyng billy boyd hannah spearritt comedy fantasy horror thriller
the jacket,John Maybury,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,Drama Mystery Sci-Fi Thriller,john maybury jennifer jason leigh jason lewis angel coulby drama mystery sci-fi thriller
aladdin,Ron Clements,Robin Williams,Frank Welker,Scott Weinger,Adventure Animation Comedy Family Fantasy Musical Romance,ron clements robin williams frank welker scott weinger adventure animation comedy family fantasy musical romance
straight outta compton,F. Gary Gray,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,Biography Crime Drama History Music,f. gary gray aldis hodge neil brown jr. r. marcos taylor biography crime drama history music
indiana jones and the temple of doom,Steven Spielberg,Harrison Ford,Amrish Puri,Kate Capshaw,Action Adventure,steven spielberg harrison ford amrish puri kate capshaw action adventure
the rugrats movie,Igor Kovalyov,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Adventure Animation Comedy Drama Family Musical,igor kovalyov elizabeth daily cree summer christine cavanaugh adventure animation comedy drama family musical
along came a spider,Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,Crime Drama Thriller,lee tamahori morgan freeman billy burke monica potter crime drama thriller
florence foster jenkins,Stephen Frears,Meryl Streep,Nina Arianda,John Sessions,Biography Comedy Drama Music Romance,stephen frears meryl streep nina arianda john sessions biography comedy drama music romance
once upon a time in mexico,Robert Rodriguez,Johnny Depp,Salma Hayek,Enrique Iglesias,Action Crime Thriller,robert rodriguez johnny depp salma hayek enrique iglesias action crime thriller
die hard,John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,Action Thriller,john mctiernan alan rickman bruce willis reginald veljohnson action thriller
role models,David Wain,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,Comedy,david wain joe lo truglio ken marino bobb'e j. thompson comedy
the big short,Adam McKay,Ryan Gosling,Christian Bale,Charlie Talbert,Biography Comedy Drama History,adam mckay ryan gosling christian bale charlie talbert biography comedy drama history
taking woodstock,Ang Lee,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Comedy Drama Music,ang lee imelda staunton kevin chamberlin demetri martin comedy drama music
miracle,Gavin O'Connor,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Biography Drama History Sport,gavin o'connor eddie cahill noah emmerich kenneth mitchell biography drama history sport
dawn of the dead,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action Horror Thriller,zack snyder ty burrell kevin zegers mekhi phifer action horror thriller
the wedding planner,Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco,Comedy Romance,adam shankman matthew mcconaughey judy greer alex rocco comedy romance
harlock: space pirate,Shinji Aramaki,Shun Oguri,Yû Aoi,Haruma Miura,Adventure Animation Sci-Fi,shinji aramaki shun oguri yû aoi haruma miura adventure animation sci-fi
the royal tenenbaums,Wes Anderson,Bill Murray,Anjelica Huston,Seymour Cassel,Comedy Drama,wes anderson bill murray anjelica huston seymour cassel comedy drama
identity,James Mangold,Clea DuVall,Rebecca De Mornay,Jake Busey,Mystery Thriller,james mangold clea duvall rebecca de mornay jake busey mystery thriller
last vegas,Jon Turteltaub,Robert De Niro,Morgan Freeman,Romany Malco,Comedy Romance,jon turteltaub robert de niro morgan freeman romany malco comedy romance
for your eyes only,John Glen,Julian Glover,Topol,Desmond Llewelyn,Action Adventure Thriller,john glen julian glover topol desmond llewelyn action adventure thriller
serendipity,Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,Comedy Romance,peter chelsom lilli lavine david sparrow ann talman comedy romance
timecop,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,Action Crime Sci-Fi Thriller,peter hyams mia sara bruce mcgill gloria reuben action crime sci-fi thriller
zoolander,Ben Stiller,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Comedy,ben stiller milla jovovich alexander skarsgård will ferrell comedy
